master_item_id,item_id,itemname,id,log_index,quantity,latitude,longitude,altitude,description,radius,manual_upload,project_id,project_name,timestamp,location,state,country,category,,
1,3152,Plastic Bags (shopping/grocery),862548,25155,2,32.8539385,-116.8526594,249.1000061,,4.262000084,0,,,2.02011E+13,El Cajon, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),862588,25156,8,32.8659899,-116.8463951,294.3999939,,16.05800056,0,,,2.02011E+13,El Cajon, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),871796,25372,6,32.79708862,-117.256073,13.23251152,,65,0,,,2.02012E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),878693,25492,1,32.7195816,-117.2288208,3.371295452,,5,0,,,2.02012E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),878694,25492,1,32.71958923,-117.2288361,2.971613407,,5,0,,,2.02012E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),878695,25492,1,32.71965408,-117.228981,3.114900827,,5,0,,,2.02012E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),878696,25492,1,32.71968842,-117.2290268,3.536710262,,5,0,,,2.02012E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),878697,25492,1,32.71969986,-117.2290421,2.961473942,,5,0,,,2.02012E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),879720,25517,1,32.93484116,-117.2606888,6.551559448,,129.2155914,0,,,2.02012E+13,Del Mar, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),879727,25517,1,32.92313004,-117.2589493,55.53816986,,5001.033691,0,,,2.02012E+13,Del Mar, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),879737,25517,1,32.90372849,-117.2567749,55.5381813,,2080.291992,0,,,2.02012E+13,Del Mar, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),883757,25607,1,32.92539597,-117.1363449,135.0225525,,1467.786133,0,,,2.02012E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),903169,26072,1,32.76859283,-117.252037,9.902927399,,65,0,,,2.02101E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),906869,26192,1,32.96485138,-117.2685318,2.541811705,,7.852976799,0,,,2.02101E+13,Del Mar, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),906870,26192,1,32.96485519,-117.2685318,2.591738224,,8.78998661,0,,,2.02101E+13,Del Mar, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),906871,26192,1,32.96485519,-117.2685318,2.591738224,,8.78998661,0,,,2.02101E+13,Del Mar, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),906872,26192,1,32.96485519,-117.2685242,2.588896036,,7.174879074,0,,,2.02101E+13,Del Mar, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),916591,26349,5,33.63956451,-117.9729919,3.414934397,,65,0,,,2.02102E+13,Huntington Beach, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),932238,26608,1,33.51027298,-117.7522125,46.98027802,,81.27189636,0,,,2.02102E+13,Laguna Beach, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),932239,26608,1,33.51027298,-117.7522125,46.98027802,,81.27189636,0,,,2.02102E+13,Laguna Beach, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),932293,26608,1,33.50899887,-117.7513885,7.457188606,,65,0,,,2.02102E+13,Laguna Beach, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),932420,26611,1,32.80102921,-117.2591324,8.206907272,,74.97306824,0,,,2.02102E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),932421,26611,1,32.80102921,-117.2591324,8.206907272,,74.97306824,0,,,2.02102E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),932532,26611,1,32.80171967,-117.2594604,7.910216331,,95.18199158,0,,,2.02102E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),932596,26611,1,32.80202866,-117.2595139,5.419467926,,2150.720215,0,,,2.02102E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),932597,26611,1,32.80202866,-117.2595139,5.419467926,,2150.720215,0,,,2.02102E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),933215,26625,1,32.80514526,-117.2584763,22.67705536,,4.978399277,0,,,2.02102E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),933216,26625,1,32.80513763,-117.2584839,24.45022774,,4.989016533,0,,,2.02102E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),933220,26625,1,32.80474091,-117.2589417,23.36587334,,4.824914455,0,,,2.02102E+13,San Diego, California, United States of America,plastics,,
1,3152,Plastic Bags (shopping/grocery),933239,26625,1,32.80349731,-117.2597351,18.79633331,,4.915895939,0,,,2.02102E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),732177,22001,3,32.74952698,-117.2520905,6.30070591,,68.69709015,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),736217,22113,1,32.75042343,-117.2357712,9.976656914,,1852.698242,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),736218,22113,1,32.75042343,-117.2357712,9.976656914,,1852.698242,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),736243,22113,1,32.7481575,-117.2361526,10.79248905,,75.9380722,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),736244,22113,1,32.74847412,-117.2358017,11.04933167,,103.4088974,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),736812,22137,12,32.75412369,-117.2487335,11.55422211,,1420.348999,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),737843,22163,1,32.76028824,-117.2517776,2.416055679,,165,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),737844,22163,1,32.76028824,-117.2517776,2.416055679,,165,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),737845,22163,1,32.76028824,-117.2517776,2.416055679,,165,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),737846,22163,1,32.76028824,-117.2517776,2.416055679,,165,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),737847,22163,1,32.76028824,-117.2517776,2.416055679,,165,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),737848,22163,1,32.76028824,-117.2517776,2.416055679,,165,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),738978,22206,1,32.7461319,-117.2350693,15.11464024,,65,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),741247,22252,1,32.74610901,-117.2351151,14.76778698,,65,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),741248,22252,1,32.74610901,-117.2351151,14.76778698,,65,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),741249,22252,1,32.74610901,-117.2351151,14.76778698,,65,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),741250,22252,1,32.74610901,-117.2351151,14.76778698,,65,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),744422,22358,28,32.75394058,-117.2506943,3.154457808,,65,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),744453,22358,11,32.74856949,-117.2525482,3.751428366,,65,0,,,2.02007E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),746684,22416,8,32.7996788,-117.2511063,18.00259209,,479.5158386,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747775,22449,1,32.74674225,-117.2375641,20.8215313,,65,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747776,22449,1,32.74674225,-117.2375641,20.8215313,,65,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747777,22449,1,32.74674225,-117.2375641,20.8215313,,65,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747795,22449,1,32.74611664,-117.2351456,15.03756905,,65,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747796,22449,1,32.74611664,-117.2351456,15.03756905,,65,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747812,22450,1,33.04016113,-117.296608,8.385554314,,6.025516987,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747820,22450,1,33.04348755,-117.305542,0.822441101,,1286.975342,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747821,22450,1,33.04347992,-117.305542,0.822441101,,1287.075073,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747822,22450,15,33.04343796,-117.305542,0.822441101,,1289.247803,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747842,22450,1,33.04572296,-117.2976608,0.702441096,,65,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747864,22450,1,33.04782104,-117.2976379,11.65244102,,65,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747907,22450,1,33.0479126,-117.2976837,9.202441216,,65,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),747936,22450,1,33.04756165,-117.2973862,9.202441216,,65,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),748150,22454,1,33.04787445,-117.2966995,16.72087288,,4.739068031,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),748155,22454,1,33.04789734,-117.2966919,16.95726776,,4.747693062,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),748515,22454,1,33.04795837,-117.2972412,8.147849083,,4.781393528,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),748656,22454,1,33.04842377,-117.2973785,4.818778038,,4.748632431,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),748792,22454,1,33.04773331,-117.2974091,9.666181564,,65,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),748832,22454,1,33.04784775,-117.2976379,9.666181564,,239.6641083,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),749000,22455,1,33.04787445,-117.2966995,16.72087288,,4.739068031,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),749005,22455,1,33.04789734,-117.2966919,16.95726776,,4.747693062,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),749365,22455,1,33.04795837,-117.2972412,8.147849083,,4.781393528,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),749506,22455,1,33.04842377,-117.2973785,4.818778038,,4.748632431,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),749642,22455,1,33.04773331,-117.2974091,9.666181564,,65,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),749682,22455,1,33.04784775,-117.2976379,9.666181564,,239.6641083,0,,,2.02008E+13,Encinitas, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),750639,22479,15,32.79966736,-117.2511139,12.62097454,,65,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),751963,22514,1,32.8592313,-117.2558488,-33.80000305,,45.40800095,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),752001,22514,1,32.8494738,-117.2707269,-24,,70.26399994,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),752060,22514,1,32.8552839,-117.258244,-31.99999809,,21.91799927,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),752061,22514,1,32.8552844,-117.2582524,-31.89999962,,21.46699905,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),752064,22514,1,32.8553464,-117.2583947,-31.99999809,,21.28899956,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),752065,22514,1,32.8553464,-117.2583947,-31.99999809,,21.28899956,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),752116,22514,1,32.8565482,-117.2563717,-29.79999924,,48.88999939,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),752120,22514,1,32.8565338,-117.2563763,-22.29999924,,76.71499634,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),752146,22514,1,32.8578764,-117.2557176,-32.10000229,,114.5749969,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),752147,22514,1,32.8571796,-117.2562214,-32.80000305,,106.2659988,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),753360,22549,1,32.71968079,-117.2566757,19.08884048,,165,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),758026,22692,1,32.75358963,-117.2477646,13.03160667,,2000,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),759112,22735,1,32.74515533,-117.233017,16.42035103,,2376,0,,,2.02008E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),782282,23284,1,32.7492579,-117.2475687,-31.80000114,,3.900000095,0,,,2.02009E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),782296,23284,1,32.7492633,-117.2475711,-31.49999809,,4.22300005,0,,,2.02009E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),784919,23363,1,32.79161453,-117.2368011,13.23080444,,65,0,,,2.02009E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),829800,24367,27,32.7445863,-117.2522425,-26.79999924,,9.994999886,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830368,24398,1,32.8051282,-117.2624713,12.60000038,,4.723999977,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830371,24398,1,32.8063197,-117.2633062,-8.699999809,,3.881000042,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830372,24398,1,32.8063421,-117.2632992,-22.5,,9.357000351,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830373,24398,1,32.8068318,-117.2636879,-8.699999809,,7.711999893,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830378,24398,1,32.8079254,-117.2650721,-28.51681519,,5.09800005,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830379,24398,1,32.8079898,-117.2652347,12.60000038,,4.184999943,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830384,24398,1,32.8079942,-117.2653408,-8.699999809,,4.769999981,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830398,24398,1,32.8080709,-117.2654613,6,,3.900000095,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830399,24398,1,32.8080706,-117.2654612,6,,3.900000095,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830413,24398,1,32.808001,-117.2652287,-8.699999809,,4.228000164,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830456,24398,1,32.8067855,-117.2635202,-22.5,,3.914999962,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830544,24398,1,32.8020105,-117.2601013,-9.899999619,,6.342999935,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830545,24398,1,32.8019033,-117.260089,-16.89999962,,5.144999981,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
1,3153,Plastic Bags (other: zip-lock/ trash/ etc.),830546,24398,1,32.8018893,-117.2600874,-22.69999886,,5.342000008,0,,,2.02011E+13,San Diego, California, United States of America,plastics,,
