master_item_id,item_id,itemname,id,log_index,quantity,latitude,longitude,altitude,description,radius,manual_upload,project_id,project_name,timestamp,location,state,country,category
6,2661,Cigarette Butts,797655,23632,1,48.41349792,-123.3822327,4.656871796,,158.0801392,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797656,23632,1,48.41349792,-123.3822327,4.656871796,,158.0801392,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797658,23632,1,48.4132576,-123.3799362,5.016309261,,515.5445557,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797659,23632,1,48.41317749,-123.3792343,5.016309261,,1092.942627,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797660,23632,1,48.41317749,-123.3792343,5.016309261,,1092.942627,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797661,23632,2,48.41317749,-123.3792343,5.016309261,,1092.942627,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797664,23632,6,48.41326523,-123.3804092,5.311136246,,71.34217072,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797665,23632,1,48.41326523,-123.3804092,5.311136246,,71.34217072,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797666,23632,3,48.41326523,-123.3804092,5.311136246,,71.34217072,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797667,23632,1,48.41326523,-123.3804092,5.311136246,,71.34217072,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797668,23632,1,48.41220093,-123.3781509,8.707634926,,65,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797671,23632,1,48.41217804,-123.3787384,1.858221054,,16.00241661,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797688,23632,5,48.41333008,-123.3804855,9.261569977,,1337.137207,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797690,23632,11,48.41262436,-123.3793488,5.509431839,,16,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797693,23632,1,48.41263199,-123.3793793,5.985537529,,65,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797694,23632,1,48.41263199,-123.3793793,5.985537529,,65,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797695,23632,1,48.41263199,-123.3793793,5.985537529,,65,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797698,23632,7,48.41273499,-123.3792038,7.520465851,,69.23950958,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797700,23632,1,48.4127388,-123.3791962,7.520465851,,892.3284912,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797702,23632,1,48.4127388,-123.3791962,7.520465851,,892.3284912,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797707,23632,1,48.41274261,-123.3791885,7.520465851,,3238.838867,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797711,23632,4,48.41312027,-123.3800354,7.640652657,,65,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797712,23632,1,48.41326523,-123.3807449,5.622255325,,78.52415466,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797713,23632,1,48.41327667,-123.380806,5.622255325,,79.53853607,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797714,23632,1,48.41327667,-123.380806,5.622255325,,79.53853607,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,797722,23632,4,48.41330719,-123.3806686,6.039000988,,3309.272217,0,,,2.0201E+13,Esquimalt, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,805497,23801,2,48.93658447,-125.5511627,13.81778526,,16.00241661,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,805532,23802,121,48.93900299,-125.5472412,19.45039177,,1414,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,805537,23802,1,48.93900299,-125.5472412,19.45039177,,1414,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,814295,23940,1,50.3599279,-125.9196463,-5.700000286,,6.320000172,0,,,2.0201E+13,Area A (Kyuquot/Nootka/Sayward), British Columbia, Canada,tobacco
6,2661,Cigarette Butts,815860,23976,1,48.49693298,-123.3345184,12.89712429,,350,0,,,2.0201E+13,Saanich, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,815869,23977,3,49.12987137,-125.9108429,14,,2500,0,,,2.0201E+13,Alberni-Clayoquot Regional District, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,815870,23977,14,49.13327026,-125.9022064,13.83000088,,65,0,,,2.0201E+13,Alberni-Clayoquot Regional District, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825419,24258,23,48.572927,-123.3673377,-17,,31.68499947,0,,,2.0201E+13,Central Saanich, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825439,24258,33,48.5733611,-123.3684742,-17,,4.199999809,0,,,2.0201E+13,Central Saanich, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825459,24258,25,48.4339724,-123.3535785,0,,12.70899963,0,,,2.0201E+13,Central Saanich, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825460,24258,16,48.4280516,-123.3083065,-14.69999981,,92.90000153,0,,,2.0201E+13,Central Saanich, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825461,24258,23,48.4280328,-123.3083102,-14.69999981,,122.4000015,0,,,2.0201E+13,Central Saanich, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825870,24270,11,49.10422134,-125.8680573,16.99999809,,65,0,,,2.0201E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825879,24271,20,48.92157364,-125.5407181,20.41209793,,173.6921234,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825888,24271,1,48.92152405,-125.5406952,21.01157188,,849.9988403,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825900,24271,8,48.93581772,-125.5404205,21.01157188,,2002.167603,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825904,24271,2,48.93827057,-125.5463562,21.01157188,,2000,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825922,24271,3,48.93910217,-125.5483551,21.26648331,,2000,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825923,24271,2,48.93910217,-125.5483551,21.26648331,,2000,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825941,24271,30,48.92203903,-125.5407181,23.68278313,,6.000905991,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825943,24271,3,48.92204285,-125.5407104,23.83004379,,6.000905991,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,825946,24271,3,48.92197418,-125.5407104,23.86794281,,6.000905991,0,,,2.0201E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,834029,24501,4,48.9339945,-125.5406278,0.400000036,,3.941999912,0,,,2.02011E+13,Ucluelet, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,855877,24980,5,49.0137947,-125.6731522,-15.96160889,,3.900000095,0,,,2.02011E+13,Alberni-Clayoquot, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,855892,24980,15,49.0138059,-125.6731525,-15.84082031,,3.900000095,0,,,2.02011E+13,Alberni-Clayoquot, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,862053,25144,1,49.10404587,-125.8696823,15.68173027,,65,0,,,2.02011E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,862054,25144,1,49.10404587,-125.8696823,15.68173027,,65,0,,,2.02011E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,862055,25144,1,49.10404587,-125.8696823,15.68173027,,65,0,,,2.02011E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,862056,25144,1,49.10404587,-125.8696823,15.68173027,,65,0,,,2.02011E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,862057,25144,1,49.10404587,-125.8696823,15.68173027,,65,0,,,2.02011E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,862058,25144,1,49.10404587,-125.8696823,15.68173027,,65,0,,,2.02011E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,862059,25144,1,49.10404587,-125.8696823,15.68173027,,65,0,,,2.02011E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,862060,25144,1,49.10404587,-125.8696823,15.68173027,,65,0,,,2.02011E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,862061,25144,1,49.10404587,-125.8696823,15.68173027,,65,0,,,2.02011E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,862062,25144,1,49.10404587,-125.8696823,15.68173027,,65,0,,,2.02011E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,864439,25205,1,49.10515213,-125.8741837,2.878728867,,79.32144165,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,864440,25205,1,49.10515213,-125.8741837,2.878728867,,79.32144165,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,864520,25205,1,49.10515594,-125.8741837,2.880124569,,79.32491302,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,864531,25205,1,49.10514832,-125.874176,2.92812109,,79.32453156,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,864550,25205,1,49.10489655,-125.8740158,2.908082485,,94.50809479,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,864623,25205,1,49.1050415,-125.8737259,3.0412817,,81.95192719,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,864624,25205,1,49.1050415,-125.8737259,3.0412817,,81.95192719,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,864625,25205,1,49.10504532,-125.8740311,3.732449055,,87.93600464,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,864679,25205,1,49.10477066,-125.8719864,9.449443817,,65,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,864680,25205,1,49.10477066,-125.8719864,9.449443817,,65,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,865962,25233,1,49.10489655,-125.8726501,6.876722336,,65,0,,,2.02012E+13,Alberni-Clayoquot Regional District, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,866087,25233,1,49.10488892,-125.8740082,3.170694351,,94.51576233,0,,,2.02012E+13,Alberni-Clayoquot Regional District, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,866088,25233,1,49.10488892,-125.8740082,3.170694351,,94.51576233,0,,,2.02012E+13,Alberni-Clayoquot Regional District, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,866089,25233,1,49.10506058,-125.8738861,3.023180962,,81.94846344,0,,,2.02012E+13,Alberni-Clayoquot Regional District, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,866090,25233,1,49.10506058,-125.8738861,3.023180962,,81.94846344,0,,,2.02012E+13,Alberni-Clayoquot Regional District, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,866091,25233,1,49.10506058,-125.8738861,3.023180962,,81.94846344,0,,,2.02012E+13,Alberni-Clayoquot Regional District, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,866170,25233,1,49.10552597,-125.8735886,3.447652817,,65,0,,,2.02012E+13,Alberni-Clayoquot Regional District, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,874098,25428,1,49.10578156,-125.8742676,3.036217213,,96.56897736,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,874166,25428,1,49.1056633,-125.8742065,2.915343285,,98.96260834,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,874223,25428,1,49.1062851,-125.8743286,3.747375011,,165,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,874224,25428,1,49.1062851,-125.8743286,3.747375011,,165,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,874225,25428,1,49.10351944,-125.8725128,5.116605282,,7.393705845,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,874226,25428,1,49.10351944,-125.8725128,5.116605282,,7.393705845,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,874272,25428,1,49.10539246,-125.8739548,2.926075459,,90.33346558,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,874273,25428,1,49.10539246,-125.8739548,2.926075459,,90.33346558,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,874362,25428,1,49.10503769,-125.8740768,2.878742218,,93.19779968,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
6,2661,Cigarette Butts,874363,25428,1,49.10503769,-125.8740768,2.878742218,,93.19779968,0,,,2.02012E+13,Tofino, British Columbia, Canada,tobacco
